"MechanisticTarget","MT_NCIm_term","asid","aid","anm","acid","acnm","aeid","aenm"
"Progesterone Receptor Modulation","Gene Expression Regulation, Steroid Hormone Nuclear Receptor",28,754,"ERF_NR_hPGR",2638,"ERF_NR_binding_hPGR",2685,"ERF_NR_binding_hPGR"
"Peroxisome Proliferator Activated Receptor Modulation","Gene Expression Regulation, Fatty Acid Signaling",28,828,"ERF_NR_hPPARA",2639,"ERF_NR_binding_hPPARA",2686,"ERF_NR_binding_hPPARA"
"Peroxisome Proliferator Activated Receptor Modulation","Gene Expression Regulation, Fatty Acid Signaling",28,829,"ERF_NR_hPPARG",2640,"ERF_NR_binding_hPPARG",2687,"ERF_NR_binding_hPPARG"
"Retinoic Acid Receptor Modulation","Gene Expression Regulation, Developmental Signaling",28,762,"ERF_NR_hRARa",2641,"ERF_NR_binding_hRARa",2688,"ERF_NR_binding_hRARa"
"Neurotransmission","Other Neurotransmission",28,755,"ERF_NR_rI2",2643,"ERF_NR_binding_rI2",2690,"ERF_NR_binding_rI2"
"Thyroid Receptor Modulation","Thyroid Receptor Modulation",28,802,"ERF_NR_hTHRA",2642,"ERF_NR_hTHRA",2689,"ERF_NR_hTHRA"
"Unspecified","Unannotated",28,737,"ERF_TR_hSLC35B3",2644,"ERF_TR_binding_hSLC35B3",2691,"ERF_TR_binding_hSLC35B3"
"Norepinephrine Transporter Modulation","Norepinephrine Transport",28,801,"ERF_TR_hSLC6A2",2645,"ERF_TR_binding_hSLC6A2",2692,"ERF_TR_binding_hSLC6A2"
"Dopamine Transporter Activity Modulation","Dopamine Receptor Signaling Pathway",28,825,"ERF_TR_hSLC6A3",2646,"ERF_TR_binding_hSLC6A3",2693,"ERF_TR_binding_hSLC6A3"
"Serotonin Receptor Modulation ","Serotonin Receptor Signaling Pathway ",28,818,"ERF_TR_hSLC6A4",2647,"ERF_TR_binding_hSLC6A4",2694,"ERF_TR_binding_hSLC6A4"
"Neurotransmission","Other Neurotransmission",28,758,"ERF_TR_rSLC18A2",2648,"ERF_TR_binding_rSLC18A2",2695,"ERF_TR_binding_rSLC18A2"
"Cholesterol Transport","Cholesterol Transport",28,751,"ERF_TR_rTSPO",2649,"ERF_TR_binding_rTSPO",2696,"ERF_TR_binding_rTSPO"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",599,"LTEA_HepaRG_ABCB1",916,"LTEA_HepaRG_ABCB1"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",600,"LTEA_HepaRG_ABCB11",918,"LTEA_HepaRG_ABCB11"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",601,"LTEA_HepaRG_ABCC2",920,"LTEA_HepaRG_ABCC2"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",602,"LTEA_HepaRG_ABCC3",922,"LTEA_HepaRG_ABCC3"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",603,"LTEA_HepaRG_ABCG2",924,"LTEA_HepaRG_ABCG2"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",604,"LTEA_HepaRG_ACLY",926,"LTEA_HepaRG_ACLY"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",605,"LTEA_HepaRG_ACOX1",928,"LTEA_HepaRG_ACOX1"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",606,"LTEA_HepaRG_ADK",930,"LTEA_HepaRG_ADK"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",608,"LTEA_HepaRG_ALPP",934,"LTEA_HepaRG_ALPP"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",609,"LTEA_HepaRG_APOA5",936,"LTEA_HepaRG_APOA5"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",610,"LTEA_HepaRG_BAD",938,"LTEA_HepaRG_BAD"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",611,"LTEA_HepaRG_BAX",940,"LTEA_HepaRG_BAX"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",612,"LTEA_HepaRG_BCL2",942,"LTEA_HepaRG_BCL2"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",613,"LTEA_HepaRG_BCL2L11",944,"LTEA_HepaRG_BCL2L11"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",614,"LTEA_HepaRG_BID",946,"LTEA_HepaRG_BID"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",615,"LTEA_HepaRG_CASP3",948,"LTEA_HepaRG_CASP3"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",616,"LTEA_HepaRG_CASP8",950,"LTEA_HepaRG_CASP8"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",617,"LTEA_HepaRG_CAT",952,"LTEA_HepaRG_CAT"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",618,"LTEA_HepaRG_CCND1",954,"LTEA_HepaRG_CCND1"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",620,"LTEA_HepaRG_CDKN1A",958,"LTEA_HepaRG_CDKN1A"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",621,"LTEA_HepaRG_CFLAR",960,"LTEA_HepaRG_CFLAR"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",622,"LTEA_HepaRG_CYP1A1",962,"LTEA_HepaRG_CYP1A1"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",623,"LTEA_HepaRG_CYP1A2",964,"LTEA_HepaRG_CYP1A2"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",961,"LTEA_HepaRG_CYP24A1_1",1398,"LTEA_HepaRG_CYP24A1_1"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",625,"LTEA_HepaRG_CYP2B6",968,"LTEA_HepaRG_CYP2B6"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",626,"LTEA_HepaRG_CYP2C19",970,"LTEA_HepaRG_CYP2C19"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",627,"LTEA_HepaRG_CYP2C8",972,"LTEA_HepaRG_CYP2C8"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",628,"LTEA_HepaRG_CYP2C9",974,"LTEA_HepaRG_CYP2C9"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",629,"LTEA_HepaRG_CYP2E1",976,"LTEA_HepaRG_CYP2E1"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",630,"LTEA_HepaRG_CYP3A4",978,"LTEA_HepaRG_CYP3A4"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",631,"LTEA_HepaRG_CYP3A5",980,"LTEA_HepaRG_CYP3A5"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",632,"LTEA_HepaRG_CYP3A7",982,"LTEA_HepaRG_CYP3A7"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",633,"LTEA_HepaRG_CYP4A11",984,"LTEA_HepaRG_CYP4A11"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",634,"LTEA_HepaRG_CYP4A22",986,"LTEA_HepaRG_CYP4A22"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",635,"LTEA_HepaRG_CYP7A1",988,"LTEA_HepaRG_CYP7A1"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",636,"LTEA_HepaRG_DDIT3",990,"LTEA_HepaRG_DDIT3"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",637,"LTEA_HepaRG_EGF",992,"LTEA_HepaRG_EGF"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",638,"LTEA_HepaRG_EGR1",994,"LTEA_HepaRG_EGR1"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",639,"LTEA_HepaRG_EZR",996,"LTEA_HepaRG_EZR"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",640,"LTEA_HepaRG_FABP1",998,"LTEA_HepaRG_FABP1"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",641,"LTEA_HepaRG_FAS",1000,"LTEA_HepaRG_FAS"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",642,"LTEA_HepaRG_FASN",1002,"LTEA_HepaRG_FASN"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",643,"LTEA_HepaRG_FMO3",1004,"LTEA_HepaRG_FMO3"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",644,"LTEA_HepaRG_FOXO1",1006,"LTEA_HepaRG_FOXO1"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",645,"LTEA_HepaRG_FOXO3",1008,"LTEA_HepaRG_FOXO3"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",646,"LTEA_HepaRG_GADD45A",1010,"LTEA_HepaRG_GADD45A"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",647,"LTEA_HepaRG_GADD45B",1012,"LTEA_HepaRG_GADD45B"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",648,"LTEA_HepaRG_GADD45G",1014,"LTEA_HepaRG_GADD45G"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",649,"LTEA_HepaRG_GCLC",1016,"LTEA_HepaRG_GCLC"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",654,"LTEA_HepaRG_GSTA2",1026,"LTEA_HepaRG_GSTA2"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",655,"LTEA_HepaRG_GSTM3",1028,"LTEA_HepaRG_GSTM3"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",656,"LTEA_HepaRG_HGF",1030,"LTEA_HepaRG_HGF"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",657,"LTEA_HepaRG_HIF1A",1032,"LTEA_HepaRG_HIF1A"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",658,"LTEA_HepaRG_HMGCS2",1034,"LTEA_HepaRG_HMGCS2"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",659,"LTEA_HepaRG_HSPA1A",1036,"LTEA_HepaRG_HSPA1A"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",660,"LTEA_HepaRG_ICAM1",1038,"LTEA_HepaRG_ICAM1"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",661,"LTEA_HepaRG_IGF1",1040,"LTEA_HepaRG_IGF1"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",662,"LTEA_HepaRG_IGFBP1",1042,"LTEA_HepaRG_IGFBP1"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",663,"LTEA_HepaRG_IL6",1044,"LTEA_HepaRG_IL6"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",664,"LTEA_HepaRG_IL6R",1046,"LTEA_HepaRG_IL6R"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",665,"LTEA_HepaRG_JUN",1048,"LTEA_HepaRG_JUN"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",666,"LTEA_HepaRG_KCNK1",1050,"LTEA_HepaRG_KCNK1"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",667,"LTEA_HepaRG_KRT19",1052,"LTEA_HepaRG_KRT19"
"Cell Viability","Cell Viability Process",9,371,"LTEA_HepaRG",722,"LTEA_HepaRG_LDH_cytotoxicity",1136,"LTEA_HepaRG_LDH_cytotoxicity"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",668,"LTEA_HepaRG_LIPC",1054,"LTEA_HepaRG_LIPC"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",669,"LTEA_HepaRG_LPL",1056,"LTEA_HepaRG_LPL"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",670,"LTEA_HepaRG_MIR122",1058,"LTEA_HepaRG_MIR122"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",960,"LTEA_HepaRG_MMP1",1396,"LTEA_HepaRG_MMP1"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",671,"LTEA_HepaRG_MMP10",1060,"LTEA_HepaRG_MMP10"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",672,"LTEA_HepaRG_MMP3",1062,"LTEA_HepaRG_MMP3"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",673,"LTEA_HepaRG_MYC",1064,"LTEA_HepaRG_MYC"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",674,"LTEA_HepaRG_NFE2L2",1066,"LTEA_HepaRG_NFE2L2"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",675,"LTEA_HepaRG_NFKB1",1068,"LTEA_HepaRG_NFKB1"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",676,"LTEA_HepaRG_NQO1",1070,"LTEA_HepaRG_NQO1"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",677,"LTEA_HepaRG_PDK4",1072,"LTEA_HepaRG_PDK4"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",678,"LTEA_HepaRG_PEG10",1074,"LTEA_HepaRG_PEG10"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",679,"LTEA_HepaRG_PPP2R4",1076,"LTEA_HepaRG_PPP2R4"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",680,"LTEA_HepaRG_PTEN",1078,"LTEA_HepaRG_PTEN"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",681,"LTEA_HepaRG_SDHB",1080,"LTEA_HepaRG_SDHB"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",959,"LTEA_HepaRG_SLC10A1",1394,"LTEA_HepaRG_SLC10A1"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",682,"LTEA_HepaRG_SLC22A1",1082,"LTEA_HepaRG_SLC22A1"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",957,"LTEA_HepaRG_SLC22A6",1390,"LTEA_HepaRG_SLC22A6"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",683,"LTEA_HepaRG_SLCO1B1",1084,"LTEA_HepaRG_SLCO1B1"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",684,"LTEA_HepaRG_STAT3",1086,"LTEA_HepaRG_STAT3"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",685,"LTEA_HepaRG_SULT2A1",1088,"LTEA_HepaRG_SULT2A1"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",686,"LTEA_HepaRG_TGFA",1090,"LTEA_HepaRG_TGFA"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",687,"LTEA_HepaRG_TGFB1",1092,"LTEA_HepaRG_TGFB1"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",688,"LTEA_HepaRG_THRSP",1094,"LTEA_HepaRG_THRSP"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",689,"LTEA_HepaRG_TIMP1",1096,"LTEA_HepaRG_TIMP1"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",690,"LTEA_HepaRG_TNFRSF1A",1098,"LTEA_HepaRG_TNFRSF1A"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",691,"LTEA_HepaRG_TP53",1100,"LTEA_HepaRG_TP53"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",692,"LTEA_HepaRG_UGT1A1",1102,"LTEA_HepaRG_UGT1A1"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",693,"LTEA_HepaRG_UGT1A6",1104,"LTEA_HepaRG_UGT1A6"
"Not Annotated","Unannotated",9,371,"LTEA_HepaRG",694,"LTEA_HepaRG_XBP1",1106,"LTEA_HepaRG_XBP1"
"Aromatase Activity Modulation","Aromatase Activity",5,15,"NVS_ADME_hCYP19A1",201,"NVS_ADME_hCYP19A1",319,"NVS_ADME_hCYP19A1"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,16,"NVS_ADME_hCYP1A1",202,"NVS_ADME_hCYP1A1",321,"NVS_ADME_hCYP1A1"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,17,"NVS_ADME_hCYP1A2",203,"NVS_ADME_hCYP1A2",323,"NVS_ADME_hCYP1A2"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,18,"NVS_ADME_hCYP1B1",204,"NVS_ADME_hCYP1B1",325,"NVS_ADME_hCYP1B1"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,19,"NVS_ADME_hCYP2A6",205,"NVS_ADME_hCYP2A6",327,"NVS_ADME_hCYP2A6"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,20,"NVS_ADME_hCYP2B6",206,"NVS_ADME_hCYP2B6",329,"NVS_ADME_hCYP2B6"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,21,"NVS_ADME_hCYP2C18",207,"NVS_ADME_hCYP2C18",331,"NVS_ADME_hCYP2C18"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,22,"NVS_ADME_hCYP2C19",208,"NVS_ADME_hCYP2C19",333,"NVS_ADME_hCYP2C19"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,23,"NVS_ADME_hCYP2C8",209,"NVS_ADME_hCYP2C8",335,"NVS_ADME_hCYP2C8"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,24,"NVS_ADME_hCYP2C9",210,"NVS_ADME_hCYP2C9",337,"NVS_ADME_hCYP2C9"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,25,"NVS_ADME_hCYP2D6",211,"NVS_ADME_hCYP2D6",339,"NVS_ADME_hCYP2D6"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,26,"NVS_ADME_hCYP2E1",212,"NVS_ADME_hCYP2E1",341,"NVS_ADME_hCYP2E1"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,27,"NVS_ADME_hCYP2J2",213,"NVS_ADME_hCYP2J2",343,"NVS_ADME_hCYP2J2"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,28,"NVS_ADME_hCYP3A4",214,"NVS_ADME_hCYP3A4",345,"NVS_ADME_hCYP3A4"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,29,"NVS_ADME_hCYP3A5",215,"NVS_ADME_hCYP3A5",347,"NVS_ADME_hCYP3A5"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,30,"NVS_ADME_hCYP4F12",216,"NVS_ADME_hCYP4F12",349,"NVS_ADME_hCYP4F12"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,31,"NVS_ADME_rCYP1A1",217,"NVS_ADME_rCYP1A1",351,"NVS_ADME_rCYP1A1"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,32,"NVS_ADME_rCYP1A2",218,"NVS_ADME_rCYP1A2",353,"NVS_ADME_rCYP1A2"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,33,"NVS_ADME_rCYP2A1",219,"NVS_ADME_rCYP2A1",355,"NVS_ADME_rCYP2A1"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,34,"NVS_ADME_rCYP2A2",220,"NVS_ADME_rCYP2A2",357,"NVS_ADME_rCYP2A2"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,35,"NVS_ADME_rCYP2B1",221,"NVS_ADME_rCYP2B1",359,"NVS_ADME_rCYP2B1"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,36,"NVS_ADME_rCYP2C11",222,"NVS_ADME_rCYP2C11",361,"NVS_ADME_rCYP2C11"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,37,"NVS_ADME_rCYP2C12",223,"NVS_ADME_rCYP2C12",363,"NVS_ADME_rCYP2C12"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,38,"NVS_ADME_rCYP2C13",224,"NVS_ADME_rCYP2C13",365,"NVS_ADME_rCYP2C13"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,39,"NVS_ADME_rCYP2C6",225,"NVS_ADME_rCYP2C6",367,"NVS_ADME_rCYP2C6"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,40,"NVS_ADME_rCYP2D1",226,"NVS_ADME_rCYP2D1",369,"NVS_ADME_rCYP2D1"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,41,"NVS_ADME_rCYP2D2",227,"NVS_ADME_rCYP2D2",371,"NVS_ADME_rCYP2D2"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,42,"NVS_ADME_rCYP2E1",228,"NVS_ADME_rCYP2E1",373,"NVS_ADME_rCYP2E1"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,43,"NVS_ADME_rCYP3A1",229,"NVS_ADME_rCYP3A1",375,"NVS_ADME_rCYP3A1"
"Cytochrome P450 Activity Modulation","Xenobiotic Metabolism",5,44,"NVS_ADME_rCYP3A2",230,"NVS_ADME_rCYP3A2",377,"NVS_ADME_rCYP3A2"
"Unspecified","Unannotated",5,45,"NVS_ENZ_hAbl",231,"NVS_ENZ_hAbl",379,"NVS_ENZ_hAbl"
"Acetylcholinesterase Activity Modulation","Acetylcholine Receptor Signaling Pathway",5,46,"NVS_ENZ_hAChE",232,"NVS_ENZ_hAChE",381,"NVS_ENZ_hAChE"
"Unspecified","Unannotated",5,47,"NVS_ENZ_hACP1",233,"NVS_ENZ_hACP1",383,"NVS_ENZ_hACP1"
"Cell Cycle","Cell Cycle",5,48,"NVS_ENZ_hAKT1",234,"NVS_ENZ_hAKT1",385,"NVS_ENZ_hAKT1"
"Cell Cycle","Cell Cycle",5,49,"NVS_ENZ_hAKT2",235,"NVS_ENZ_hAKT2",387,"NVS_ENZ_hAKT2"
"Cell Cycle","Cell Cycle",5,50,"NVS_ENZ_hAKT3",236,"NVS_ENZ_hAKT3",389,"NVS_ENZ_hAKT3"
"Unspecified","Unannotated",5,51,"NVS_ENZ_hAMPKa1",237,"NVS_ENZ_hAMPKa1",391,"NVS_ENZ_hAMPKa1"
"Unspecified","Unannotated",5,52,"NVS_ENZ_hAurA",238,"NVS_ENZ_hAurA",393,"NVS_ENZ_hAurA"
"Unspecified","Unannotated",5,53,"NVS_ENZ_hBACE",239,"NVS_ENZ_hBACE",395,"NVS_ENZ_hBACE"
"Unspecified","Unannotated",5,54,"NVS_ENZ_hBTK",240,"NVS_ENZ_hBTK",397,"NVS_ENZ_hBTK"
"Inflammation","Inflammatory Response",5,55,"NVS_ENZ_hCASP1",241,"NVS_ENZ_hCASP1",399,"NVS_ENZ_hCASP1"
"Inflammation","Inflammatory Response",5,56,"NVS_ENZ_hCASP10",242,"NVS_ENZ_hCASP10",401,"NVS_ENZ_hCASP10"
"Inflammation","Inflammatory Response",5,57,"NVS_ENZ_hCASP2",243,"NVS_ENZ_hCASP2",403,"NVS_ENZ_hCASP2"
"Inflammation","Inflammatory Response",5,58,"NVS_ENZ_hCASP3",244,"NVS_ENZ_hCASP3",405,"NVS_ENZ_hCASP3"
"Inflammation","Inflammatory Response",5,59,"NVS_ENZ_hCASP4",245,"NVS_ENZ_hCASP4",407,"NVS_ENZ_hCASP4"
"Inflammation","Inflammatory Response",5,60,"NVS_ENZ_hCASP5",246,"NVS_ENZ_hCASP5",409,"NVS_ENZ_hCASP5"
"Inflammation","Inflammatory Response",5,61,"NVS_ENZ_hCASP8",247,"NVS_ENZ_hCASP8",411,"NVS_ENZ_hCASP8"
"Cell Cycle","Cell Cycle",5,62,"NVS_ENZ_hCDK2",248,"NVS_ENZ_hCDK2",413,"NVS_ENZ_hCDK2"
"Cell Cycle","Cell Cycle",5,63,"NVS_ENZ_hCDK6",249,"NVS_ENZ_hCDK6",415,"NVS_ENZ_hCDK6"
"Cell Cycle","Cell Cycle",5,64,"NVS_ENZ_hCHK1",250,"NVS_ENZ_hCHK1",417,"NVS_ENZ_hCHK1"
"Unspecified","Unannotated",5,65,"NVS_ENZ_hCK1a",251,"NVS_ENZ_hCK1a",419,"NVS_ENZ_hCK1a"
"Unspecified","Unannotated",5,66,"NVS_ENZ_hCK1D",252,"NVS_ENZ_hCK1D",421,"NVS_ENZ_hCK1D"
"Unspecified","Unannotated",5,67,"NVS_ENZ_hCK2a2b2",253,"NVS_ENZ_hCK2a2b2",423,"NVS_ENZ_hCK2a2b2"
"CardioTox_TyrKinase",,5,68,"NVS_ENZ_hCSF1R",254,"NVS_ENZ_hCSF1R",425,"NVS_ENZ_hCSF1R"
"Unspecified","Unannotated",5,69,"NVS_ENZ_hDUSP3",255,"NVS_ENZ_hDUSP3",427,"NVS_ENZ_hDUSP3"
"Cell Cycle","Cell Cycle",5,155,"NVS_ENZ_hDYRK1a",341,"NVS_ENZ_hDYRK1a",599,"NVS_ENZ_hDYRK1a"
"CardioTox_TyrKinase",,5,70,"NVS_ENZ_hEGFR",256,"NVS_ENZ_hEGFR",429,"NVS_ENZ_hEGFR"
"Unspecified","Unannotated",5,71,"NVS_ENZ_hElastase",257,"NVS_ENZ_hElastase",431,"NVS_ENZ_hElastase"
"Cell Cycle","Cell Cycle",5,72,"NVS_ENZ_hEphA1",258,"NVS_ENZ_hEphA1",433,"NVS_ENZ_hEphA1"
"Cell Cycle","Cell Cycle",5,73,"NVS_ENZ_hEphA2",259,"NVS_ENZ_hEphA2",435,"NVS_ENZ_hEphA2"
"Cell Cycle","Cell Cycle",5,74,"NVS_ENZ_hEphB1",260,"NVS_ENZ_hEphB1",437,"NVS_ENZ_hEphB1"
"CardioTox_TyrKinase",,5,75,"NVS_ENZ_hEphB2",261,"NVS_ENZ_hEphB2",439,"NVS_ENZ_hEphB2"
"Butyrylcholinesterase Activity Modulation","Acetylcholine Receptor Signaling Pathway",5,76,"NVS_ENZ_hES",262,"NVS_ENZ_hES",441,"NVS_ENZ_hES"
"CardioTox_TyrKinase",,5,77,"NVS_ENZ_hFGFR1",263,"NVS_ENZ_hFGFR1",443,"NVS_ENZ_hFGFR1"
"Cell Cycle","Cell Cycle",5,78,"NVS_ENZ_hFGFR3",264,"NVS_ENZ_hFGFR3",445,"NVS_ENZ_hFGFR3"
"CardioTox_TyrKinase",,5,79,"NVS_ENZ_hFyn",265,"NVS_ENZ_hFyn",447,"NVS_ENZ_hFyn"
"Unspecified","Unannotated",5,80,"NVS_ENZ_hGSK3b",266,"NVS_ENZ_hGSK3b",449,"NVS_ENZ_hGSK3b"
"Histone Modification","Histone Modification",5,81,"NVS_ENZ_hHDAC3",267,"NVS_ENZ_hHDAC3",451,"NVS_ENZ_hHDAC3"
"Histone Modification","Histone Modification",5,82,"NVS_ENZ_hHDAC6",268,"NVS_ENZ_hHDAC6",453,"NVS_ENZ_hHDAC6"
"Unspecified","Unannotated",5,83,"NVS_ENZ_hIGF1R",269,"NVS_ENZ_hIGF1R",455,"NVS_ENZ_hIGF1R"
"Unspecified","Unannotated",5,84,"NVS_ENZ_hIKKa",270,"NVS_ENZ_hIKKa",457,"NVS_ENZ_hIKKa"
"Unspecified","Unannotated",5,85,"NVS_ENZ_hInsR",271,"NVS_ENZ_hInsR",459,"NVS_ENZ_hInsR"
"Unspecified","Unannotated",5,86,"NVS_ENZ_hIRAK4",272,"NVS_ENZ_hIRAK4",461,"NVS_ENZ_hIRAK4"
"Unspecified","Unannotated",5,87,"NVS_ENZ_hJak2",273,"NVS_ENZ_hJak2",463,"NVS_ENZ_hJak2"
"CardioTox_JNK",,5,88,"NVS_ENZ_hJNK2",274,"NVS_ENZ_hJNK2",465,"NVS_ENZ_hJNK2"
"Unspecified","Unannotated",5,89,"NVS_ENZ_hLck",275,"NVS_ENZ_hLck",467,"NVS_ENZ_hLck"
"Unspecified","Unannotated",5,90,"NVS_ENZ_hLynA",276,"NVS_ENZ_hLynA",469,"NVS_ENZ_hLynA"
